ip,click_time
59807,2017-11-08 07:23:04
168161,2017-11-07 07:56:10
14764,2017-11-08 14:16:24
173844,2017-11-09 14:17:57
174549,2017-11-07 05:23:21
109696,2017-11-08 00:27:39
151977,2017-11-07 13:29:21
104856,2017-11-09 02:49:08
19256,2017-11-07 04:45:14
92471,2017-11-07 23:28:55
119863,2017-11-08 06:25:51
88951,2017-11-08 22:36:20
330861,2017-11-08 18:54:44
146716,2017-11-09 10:34:57
68335,2017-11-09 07:47:32
127765,2017-11-08 17:33:07
105475,2017-11-09 05:04:24
58250,2017-11-09 01:50:34
194052,2017-11-06 22:13:53
35658,2017-11-08 00:54:54
66152,2017-11-09 11:08:14
121296,2017-11-08 06:32:20
101730,2017-11-07 08:08:23
28355,2017-11-09 10:14:46
105154,2017-11-09 09:43:37
74090,2017-11-07 23:27:25
115724,2017-11-07 00:45:17
125190,2017-11-07 17:31:38
20090,2017-11-06 21:14:07
14737,2017-11-09 01:43:15
181780,2017-11-07 00:33:21
48104,2017-11-07 13:14:25
58643,2017-11-08 03:00:10
85882,2017-11-08 17:45:47
93664,2017-11-08 10:02:41
64341,2017-11-08 00:42:18
234206,2017-11-08 15:21:49
93021,2017-11-09 04:33:53
73516,2017-11-08 04:31:13
223623,2017-11-08 04:34:56
6212,2017-11-08 05:05:51
123335,2017-11-08 23:58:05
99503,2017-11-09 03:18:49
119369,2017-11-09 05:12:58
49553,2017-11-07 04:49:37
14574,2017-11-08 15:49:24
84896,2017-11-09 12:40:21
47290,2017-11-09 10:37:38
87795,2017-11-07 08:54:36
14475,2017-11-09 10:03:20
10456,2017-11-08 01:34:55
14063,2017-11-08 04:22:04
45432,2017-11-09 07:05:00
69487,2017-11-07 07:20:08
35745,2017-11-09 05:28:17
77128,2017-11-09 04:58:26
95962,2017-11-09 05:39:02
108905,2017-11-07 06:03:43
166639,2017-11-07 09:50:31
99529,2017-11-07 23:27:13
339282,2017-11-09 05:55:51
48057,2017-11-07 00:54:07
43655,2017-11-08 06:14:53
122218,2017-11-07 08:51:46
80993,2017-11-08 15:32:11
41261,2017-11-09 03:06:38
28046,2017-11-07 17:43:55
51553,2017-11-07 02:20:10
173721,2017-11-07 01:55:28
17149,2017-11-09 03:52:19
186173,2017-11-07 09:58:10
34840,2017-11-09 00:26:43
265835,2017-11-08 00:56:00
105603,2017-11-07 22:40:49
95766,2017-11-09 07:05:01
125222,2017-11-08 13:13:36
25614,2017-11-09 12:21:33
72164,2017-11-07 11:01:54
104437,2017-11-08 12:50:42
147609,2017-11-08 00:58:02
90680,2017-11-08 13:32:54
31502,2017-11-06 23:40:53
93972,2017-11-09 08:44:51
307556,2017-11-09 08:58:01
262258,2017-11-08 13:59:22
11222,2017-11-08 02:19:15
182232,2017-11-08 16:07:02
177195,2017-11-06 18:20:42
62034,2017-11-09 12:13:26
53715,2017-11-07 02:51:56
165484,2017-11-09 09:03:42
99754,2017-11-07 22:55:27
95064,2017-11-08 23:54:57
77048,2017-11-09 04:45:44
118252,2017-11-08 05:12:34
12058,2017-11-08 14:24:26
74860,2017-11-08 18:32:06
38962,2017-11-07 12:11:44
21558,2017-11-08 02:09:33
62960,2017-11-07 08:03:50
297628,2017-11-09 07:01:56
22072,2017-11-08 01:36:43
5348,2017-11-09 12:10:53
82440,2017-11-09 14:20:16
26101,2017-11-08 06:56:48
108913,2017-11-09 10:47:50
49082,2017-11-08 08:59:52
141879,2017-11-08 01:24:58
11431,2017-11-07 10:46:51
119289,2017-11-07 11:01:05
36088,2017-11-07 03:32:00
241618,2017-11-08 04:32:54
99856,2017-11-09 08:03:15
6336,2017-11-07 16:21:13
80388,2017-11-06 17:44:20
322401,2017-11-08 17:09:46
98617,2017-11-07 10:49:42
64137,2017-11-07 05:46:14
68382,2017-11-08 05:40:08
114816,2017-11-09 05:36:35
108122,2017-11-08 07:37:03
34810,2017-11-09 07:56:49
90286,2017-11-08 06:41:30
49707,2017-11-09 06:46:49
37240,2017-11-07 23:00:51
10777,2017-11-09 07:15:08
83614,2017-11-08 22:28:45
56450,2017-11-07 03:28:02
178851,2017-11-06 23:54:06
77275,2017-11-07 03:24:12
331789,2017-11-09 05:59:15
81736,2017-11-09 03:51:51
228725,2017-11-08 00:35:45
50197,2017-11-09 15:22:40
66210,2017-11-08 13:38:07
118029,2017-11-08 00:07:53
139451,2017-11-08 11:32:41
48240,2017-11-07 13:27:37
207409,2017-11-07 00:03:59
10394,2017-11-07 06:32:48
184514,2017-11-08 04:30:30
5314,2017-11-07 16:10:54
22196,2017-11-08 02:25:57
87735,2017-11-08 10:41:50
111735,2017-11-08 12:26:33
84101,2017-11-07 01:43:44
8430,2017-11-08 00:25:24
113382,2017-11-08 02:34:40
31542,2017-11-08 06:13:55
60215,2017-11-07 04:22:25
18474,2017-11-07 15:27:09
195051,2017-11-07 00:21:00
73516,2017-11-07 17:31:33
17602,2017-11-07 12:34:31
81717,2017-11-09 14:49:48
78901,2017-11-07 00:14:08
65710,2017-11-09 08:26:18
58363,2017-11-09 09:45:50
309576,2017-11-09 08:47:51
53635,2017-11-07 10:54:05
65501,2017-11-09 01:10:17
20081,2017-11-09 04:31:22
237256,2017-11-08 07:34:32
71667,2017-11-07 15:44:09
145883,2017-11-08 11:00:55
25200,2017-11-07 09:42:24
10702,2017-11-08 12:57:40
70645,2017-11-08 21:07:43
41662,2017-11-07 09:22:16
105560,2017-11-07 17:12:54
149503,2017-11-06 21:24:19
69447,2017-11-08 08:54:54
31817,2017-11-08 02:25:17
158516,2017-11-07 08:51:15
55852,2017-11-08 10:36:54
118440,2017-11-09 06:53:45
53454,2017-11-07 05:15:01
99519,2017-11-06 23:59:08
6437,2017-11-07 02:49:40
85278,2017-11-08 22:52:29
48245,2017-11-07 16:08:54
83127,2017-11-09 11:44:06
180989,2017-11-08 09:28:00
55430,2017-11-09 06:34:50
196380,2017-11-07 04:39:09
98971,2017-11-07 20:48:49
185069,2017-11-09 00:01:33
205550,2017-11-08 00:39:40
17077,2017-11-09 13:37:51
100448,2017-11-09 02:31:26
77529,2017-11-09 04:05:51
84896,2017-11-09 12:28:05
201417,2017-11-07 13:33:55
925,2017-11-08 03:33:42
139978,2017-11-09 04:31:48
81834,2017-11-09 08:39:00
193642,2017-11-07 08:37:43
108748,2017-11-08 01:20:14
13791,2017-11-08 12:06:50
72357,2017-11-08 04:11:35
32639,2017-11-08 17:44:46
116964,2017-11-09 00:39:39
89626,2017-11-09 13:21:10
26481,2017-11-07 15:40:21
115033,2017-11-08 06:38:24
34254,2017-11-07 10:35:40
44905,2017-11-07 03:48:29
116870,2017-11-09 13:07:37
1382,2017-11-09 00:39:59
49462,2017-11-08 11:11:33
223623,2017-11-09 06:20:02
12359,2017-11-09 12:51:27
104366,2017-11-08 06:34:22
69413,2017-11-08 10:09:41
36795,2017-11-07 13:21:06
95924,2017-11-07 22:56:52
88359,2017-11-09 05:44:25
109283,2017-11-08 04:21:44
90855,2017-11-08 14:10:50
111414,2017-11-08 13:43:15
48282,2017-11-07 10:00:51
48407,2017-11-08 00:27:21
109176,2017-11-07 02:01:09
43166,2017-11-09 03:51:45
124420,2017-11-07 05:03:59
105304,2017-11-09 15:51:39
117528,2017-11-08 15:49:16
4573,2017-11-08 22:56:58
209816,2017-11-07 00:42:27
49966,2017-11-07 09:09:20
90604,2017-11-09 12:17:06
93573,2017-11-09 07:03:29
95931,2017-11-08 09:33:39
162132,2017-11-07 08:30:24
113180,2017-11-09 04:03:44
27102,2017-11-08 15:05:25
119349,2017-11-07 01:06:15
97899,2017-11-07 09:54:34
4251,2017-11-09 06:15:46
89163,2017-11-08 08:37:19
59859,2017-11-07 14:37:51
259328,2017-11-08 15:32:34
9326,2017-11-08 09:17:27
94373,2017-11-08 12:07:58
128338,2017-11-09 12:36:24
6360,2017-11-07 01:43:07
198588,2017-11-07 11:50:52
222252,2017-11-07 18:56:15
55212,2017-11-09 03:02:50
17149,2017-11-08 06:08:20
90985,2017-11-08 15:13:20
161130,2017-11-07 12:51:49
105475,2017-11-07 14:35:44
105475,2017-11-09 15:25:55
58431,2017-11-08 01:38:32
61754,2017-11-07 15:35:59
7101,2017-11-09 00:25:47
63229,2017-11-08 03:06:44
66087,2017-11-09 07:07:00
104253,2017-11-08 22:06:03
201921,2017-11-08 15:14:04
91123,2017-11-08 22:35:26
88281,2017-11-09 10:37:16
23958,2017-11-07 04:58:00
118250,2017-11-07 12:09:50
194346,2017-11-08 06:21:15
156252,2017-11-06 20:01:58
72335,2017-11-07 10:40:42
44067,2017-11-09 11:13:31
30280,2017-11-07 13:48:15
18198,2017-11-07 07:34:55
59216,2017-11-09 13:56:03
239832,2017-11-08 07:21:01
111186,2017-11-07 16:46:24
138373,2017-11-07 07:29:52
50474,2017-11-07 01:33:06
67197,2017-11-08 12:36:33
130740,2017-11-06 23:20:49
124459,2017-11-09 04:35:26
70362,2017-11-09 10:59:05
156201,2017-11-08 18:01:05
105587,2017-11-09 01:27:06
97096,2017-11-09 12:52:08
50688,2017-11-09 13:50:17
72000,2017-11-08 09:02:45
18754,2017-11-09 01:42:24
107390,2017-11-09 00:49:39
158417,2017-11-09 04:55:40
88180,2017-11-08 10:32:01
105620,2017-11-07 13:55:38
173874,2017-11-08 08:26:11
200919,2017-11-07 02:52:16
42369,2017-11-08 06:56:52
81398,2017-11-08 15:14:10
334650,2017-11-09 01:19:25
70954,2017-11-08 08:56:49
99610,2017-11-06 18:36:00
23203,2017-11-09 07:49:19
178873,2017-11-07 05:49:13
84774,2017-11-08 15:12:59
123947,2017-11-08 02:38:47
119378,2017-11-06 21:56:25
19234,2017-11-07 05:36:28
196113,2017-11-07 12:06:17
37813,2017-11-07 03:44:39
93837,2017-11-08 13:43:36
105560,2017-11-09 00:03:07
75469,2017-11-07 10:16:35
93132,2017-11-08 05:32:14
152714,2017-11-08 09:37:09
118267,2017-11-06 19:23:04
20547,2017-11-07 12:24:08
14116,2017-11-08 21:41:59
68048,2017-11-08 08:10:33
4052,2017-11-07 03:28:25
22124,2017-11-09 02:42:34
5314,2017-11-07 01:56:57
70280,2017-11-08 03:16:38
90804,2017-11-09 00:08:11
7295,2017-11-09 11:44:08
165072,2017-11-07 16:33:16
39782,2017-11-07 17:23:19
216861,2017-11-08 07:38:28
76531,2017-11-07 15:03:33
116590,2017-11-07 19:32:10
159761,2017-11-09 12:12:43
249571,2017-11-08 06:14:32
15266,2017-11-07 03:25:02
2437,2017-11-09 14:38:34
60556,2017-11-08 00:02:44
4883,2017-11-07 08:02:55
63627,2017-11-06 16:32:28
29025,2017-11-07 13:44:55
63840,2017-11-07 08:10:48
28117,2017-11-08 02:48:23
93583,2017-11-08 12:07:28
128081,2017-11-08 12:08:37
39306,2017-11-07 11:13:03
16091,2017-11-08 11:30:37
41641,2017-11-07 02:28:04
92511,2017-11-07 13:56:18
12878,2017-11-07 00:07:13
36183,2017-11-08 17:46:12
27331,2017-11-07 02:34:25
140574,2017-11-08 07:50:20
79220,2017-11-07 02:32:07
31784,2017-11-06 16:29:24
149605,2017-11-07 02:42:32
215008,2017-11-08 12:52:08
84703,2017-11-07 13:30:21
182049,2017-11-09 12:42:34
46527,2017-11-09 15:10:47
166507,2017-11-07 12:05:20
99926,2017-11-06 17:45:53
5729,2017-11-07 17:15:24
7420,2017-11-07 05:19:59
115292,2017-11-07 10:22:10
11042,2017-11-07 11:52:22
114196,2017-11-08 09:57:56
72253,2017-11-09 11:24:23
239706,2017-11-08 07:50:15
51347,2017-11-09 02:53:06
12129,2017-11-09 04:35:38
48571,2017-11-08 12:15:45
53464,2017-11-09 14:51:56
14897,2017-11-08 00:29:25
86947,2017-11-08 05:28:18
48282,2017-11-08 04:24:25
74515,2017-11-07 16:55:28
96777,2017-11-09 09:16:48
214364,2017-11-08 05:49:46
53544,2017-11-07 00:18:22
96768,2017-11-08 11:03:43
105475,2017-11-07 15:55:58
45745,2017-11-08 14:20:40
114220,2017-11-08 15:40:22
92933,2017-11-08 11:16:24
107727,2017-11-09 09:16:33
120638,2017-11-08 04:05:55
31790,2017-11-08 12:59:26
74013,2017-11-07 14:30:15
9893,2017-11-09 03:03:46
1584,2017-11-07 16:04:47
22641,2017-11-06 23:27:07
73329,2017-11-08 05:34:03
6595,2017-11-08 16:45:23
105603,2017-11-07 12:54:11
201236,2017-11-06 23:14:32
10760,2017-11-09 06:49:04
43783,2017-11-06 22:08:14
114314,2017-11-08 08:06:22
221238,2017-11-08 03:43:39
37490,2017-11-08 15:25:40
12898,2017-11-07 11:07:31
177941,2017-11-08 02:07:15
10428,2017-11-09 00:06:47
17276,2017-11-08 06:05:26
117506,2017-11-07 07:25:22
192993,2017-11-09 03:51:44
73487,2017-11-08 04:33:45
90782,2017-11-08 11:19:58
104212,2017-11-09 09:34:54
38983,2017-11-07 15:17:44
255213,2017-11-08 05:38:39
6330,2017-11-08 03:04:05
36183,2017-11-09 04:14:33
134702,2017-11-07 13:55:47
42128,2017-11-06 22:22:32
61629,2017-11-08 08:16:46
79827,2017-11-09 12:34:04
15643,2017-11-08 02:10:51
90100,2017-11-07 03:01:14
184114,2017-11-07 10:56:26
66596,2017-11-08 05:05:52
112302,2017-11-09 10:39:43
114220,2017-11-08 22:55:00
31783,2017-11-07 11:17:03
102633,2017-11-07 07:59:24
92934,2017-11-08 04:08:23
59395,2017-11-07 22:03:24
49602,2017-11-08 20:55:49
354317,2017-11-09 15:29:19
229555,2017-11-08 06:02:04
4451,2017-11-09 03:48:08
58647,2017-11-07 06:18:57
42139,2017-11-09 01:58:00
69716,2017-11-07 09:55:19
96298,2017-11-07 06:42:07
207123,2017-11-07 02:47:29
405,2017-11-07 09:04:51
41898,2017-11-09 02:28:22
175648,2017-11-09 08:46:54
68600,2017-11-08 15:00:21
66677,2017-11-07 10:24:17
43827,2017-11-09 13:07:08
218882,2017-11-08 14:15:06
95766,2017-11-09 07:16:54
2076,2017-11-09 15:29:15
37001,2017-11-08 17:49:17
71805,2017-11-07 06:50:29
24675,2017-11-09 09:37:06
5574,2017-11-06 22:13:31
89845,2017-11-06 18:01:27
100339,2017-11-07 16:06:59
6330,2017-11-08 23:28:04
53575,2017-11-08 03:14:53
42289,2017-11-09 11:46:58
11567,2017-11-08 12:40:34
78173,2017-11-09 06:13:22
62937,2017-11-08 06:01:27
59426,2017-11-07 16:07:18
74062,2017-11-09 09:29:16
62874,2017-11-07 06:25:28
5348,2017-11-09 07:44:27
5314,2017-11-07 12:26:44
39889,2017-11-08 23:45:24
71793,2017-11-08 04:01:54
100275,2017-11-07 15:51:43
124446,2017-11-06 16:45:32
22274,2017-11-09 10:58:46
44494,2017-11-07 21:51:39
66626,2017-11-09 01:39:13
15540,2017-11-09 05:23:58
53878,2017-11-08 14:11:47
23033,2017-11-07 16:42:37
21162,2017-11-08 23:57:29
90905,2017-11-08 22:55:20
142132,2017-11-09 05:01:24
55444,2017-11-07 00:51:30
2164,2017-11-07 21:41:58
42363,2017-11-08 01:57:14
86048,2017-11-08 00:41:02
41666,2017-11-08 13:39:28
98474,2017-11-08 05:39:44
59395,2017-11-09 08:54:31
224336,2017-11-08 07:40:52
41774,2017-11-08 16:09:15
326497,2017-11-08 23:11:55
64960,2017-11-07 09:59:14
153049,2017-11-09 07:47:39
112291,2017-11-09 06:07:46
200577,2017-11-07 01:03:30
67037,2017-11-07 11:17:25
80676,2017-11-09 08:06:39
18906,2017-11-08 07:50:06
105239,2017-11-09 06:42:21
67732,2017-11-09 13:11:16
23207,2017-11-09 13:11:28
59081,2017-11-08 00:34:38
91611,2017-11-09 14:40:13
119870,2017-11-08 03:53:49
189088,2017-11-08 05:11:37
35747,2017-11-08 07:00:57
120182,2017-11-07 00:48:22
109035,2017-11-09 03:46:01
32362,2017-11-08 19:00:35
118393,2017-11-09 08:33:44
92769,2017-11-08 04:01:31
118321,2017-11-06 16:02:22
5348,2017-11-06 22:50:30
125295,2017-11-07 06:33:03
186810,2017-11-07 13:55:57
63812,2017-11-08 00:34:30
69794,2017-11-09 03:14:23
34459,2017-11-07 22:30:13
77016,2017-11-07 16:08:14
10388,2017-11-07 04:42:49
125937,2017-11-08 06:21:57
60548,2017-11-06 23:47:35
75415,2017-11-08 05:36:53
153310,2017-11-07 13:18:47
18406,2017-11-09 12:44:22
70462,2017-11-06 23:03:59
43855,2017-11-09 15:05:39
182548,2017-11-08 12:57:58
124726,2017-11-07 14:05:12
115681,2017-11-07 10:06:52
96038,2017-11-07 03:15:33
103190,2017-11-08 09:31:45
55595,2017-11-07 17:11:29
93263,2017-11-09 06:28:24
186130,2017-11-08 15:20:52
114235,2017-11-07 06:47:34
39903,2017-11-09 06:22:31
103677,2017-11-07 08:46:44
104548,2017-11-08 05:20:39
114915,2017-11-08 01:12:47
8378,2017-11-07 02:10:50
5153,2017-11-09 14:11:54
67734,2017-11-08 03:59:47
225776,2017-11-08 05:39:47
151929,2017-11-09 01:34:02
74306,2017-11-07 01:24:51
137291,2017-11-09 13:23:24
65076,2017-11-07 10:53:32
81548,2017-11-08 06:10:41
49054,2017-11-06 23:52:44
28216,2017-11-07 04:17:42
254,2017-11-08 10:46:22
105475,2017-11-08 12:14:06
28136,2017-11-09 11:41:45
171453,2017-11-06 22:04:14
4147,2017-11-07 01:04:20
87620,2017-11-08 12:34:42
23642,2017-11-07 05:24:38
199439,2017-11-06 23:13:04
51428,2017-11-09 03:44:44
124945,2017-11-08 07:41:19
85644,2017-11-08 10:54:30
80455,2017-11-08 07:55:01
143578,2017-11-07 13:47:44
107155,2017-11-09 15:33:05
17460,2017-11-09 05:12:56
197095,2017-11-08 01:09:21
53253,2017-11-08 02:34:02
86767,2017-11-08 06:13:15
110821,2017-11-08 12:53:23
176851,2017-11-07 04:47:18
24157,2017-11-09 13:29:21
13597,2017-11-08 23:15:04
215390,2017-11-08 15:38:58
61001,2017-11-09 13:34:40
55786,2017-11-07 10:55:40
102592,2017-11-07 11:54:21
95766,2017-11-09 05:33:17
5348,2017-11-07 09:46:30
85625,2017-11-09 09:38:12
5348,2017-11-08 07:10:10
48240,2017-11-08 06:21:57
48490,2017-11-09 12:16:33
68271,2017-11-07 13:41:07
16050,2017-11-08 01:08:13
5348,2017-11-09 06:43:28
43210,2017-11-06 17:11:38
125409,2017-11-07 00:49:25
65955,2017-11-07 08:58:44
37892,2017-11-08 05:53:22
53960,2017-11-09 05:09:38
45868,2017-11-08 08:55:43
81859,2017-11-09 06:58:01
61558,2017-11-08 13:57:27
98738,2017-11-06 23:59:01
78452,2017-11-07 10:06:51
260409,2017-11-08 10:27:27
51952,2017-11-09 04:11:25
8391,2017-11-09 09:37:25
259474,2017-11-08 08:02:40
97684,2017-11-06 16:52:10
45745,2017-11-07 13:21:44
115445,2017-11-07 13:21:18
122701,2017-11-08 05:55:46
118995,2017-11-07 06:00:18
108841,2017-11-08 15:34:46
62512,2017-11-09 04:26:40
83161,2017-11-09 09:40:52
94031,2017-11-09 06:53:31
89757,2017-11-07 23:44:55
42103,2017-11-08 11:47:41
63080,2017-11-06 19:03:04
67836,2017-11-09 13:45:47
58891,2017-11-07 01:30:55
211310,2017-11-08 19:18:21
103860,2017-11-08 07:33:20
93027,2017-11-07 00:10:52
16010,2017-11-08 10:48:44
163057,2017-11-07 15:48:24
158162,2017-11-09 05:52:36
67708,2017-11-09 02:33:02
78881,2017-11-09 11:15:01
93021,2017-11-08 00:57:02
55938,2017-11-08 09:11:52
68931,2017-11-09 12:04:24
84442,2017-11-09 11:53:26
176806,2017-11-09 07:57:44
150445,2017-11-09 12:57:35
53454,2017-11-07 00:22:22
22368,2017-11-08 00:52:47
65977,2017-11-07 03:27:59
92489,2017-11-08 12:09:05
112302,2017-11-09 13:58:09
39252,2017-11-09 04:45:36
84896,2017-11-07 13:12:15
1871,2017-11-08 13:58:55
308064,2017-11-09 11:04:23
18473,2017-11-08 04:12:53
8491,2017-11-06 17:30:36
123701,2017-11-07 05:04:19
41399,2017-11-08 02:38:21
198891,2017-11-09 01:42:34
75007,2017-11-07 12:42:13
111191,2017-11-08 15:15:53
255568,2017-11-08 23:12:36
129050,2017-11-07 10:24:36
119289,2017-11-07 23:49:38
142839,2017-11-07 09:53:55
53964,2017-11-09 03:20:09
38986,2017-11-09 08:06:55
152745,2017-11-09 07:15:00
28140,2017-11-06 16:35:54
73278,2017-11-08 02:31:39
43890,2017-11-08 20:48:21
19106,2017-11-09 06:36:01
179458,2017-11-08 17:55:36
51778,2017-11-08 10:22:33
187243,2017-11-07 13:42:43
81792,2017-11-06 17:09:29
126195,2017-11-08 10:25:12
191135,2017-11-07 07:26:12
65659,2017-11-07 11:58:04
224984,2017-11-08 04:55:41
184497,2017-11-09 07:12:58
118582,2017-11-09 04:41:53
27502,2017-11-08 03:44:00
108341,2017-11-08 10:52:48
53357,2017-11-08 14:45:26
62561,2017-11-09 09:11:55
154354,2017-11-09 01:49:37
43289,2017-11-08 09:12:16
98566,2017-11-09 02:41:53
81319,2017-11-07 17:34:45
73487,2017-11-08 06:39:08
97100,2017-11-09 14:32:16
108341,2017-11-07 13:40:50
6595,2017-11-08 15:21:49
63188,2017-11-07 10:37:22
80245,2017-11-07 17:49:12
218176,2017-11-08 06:39:35
178298,2017-11-08 06:25:05
236422,2017-11-08 05:51:27
11829,2017-11-09 13:03:16
52520,2017-11-08 05:08:13
100141,2017-11-08 03:02:52
220,2017-11-07 01:25:18
4722,2017-11-07 04:31:40
60138,2017-11-09 12:27:57
43793,2017-11-07 22:29:25
37515,2017-11-09 13:48:56
2810,2017-11-09 14:33:25
62885,2017-11-08 17:07:51
117553,2017-11-08 22:57:46
49609,2017-11-07 07:50:20
80375,2017-11-07 03:01:11
85631,2017-11-08 09:44:15
5348,2017-11-07 16:23:17
103023,2017-11-07 12:17:03
151574,2017-11-07 00:45:32
111172,2017-11-09 08:21:01
88281,2017-11-09 15:27:06
58779,2017-11-08 03:16:47
54203,2017-11-09 12:09:57
107857,2017-11-07 11:40:14
296772,2017-11-09 08:20:36
320806,2017-11-09 08:25:34
54524,2017-11-08 13:23:05
156868,2017-11-08 11:27:17
205574,2017-11-08 03:50:54
1556,2017-11-07 01:29:12
110995,2017-11-09 03:12:30
34520,2017-11-09 12:38:56
57803,2017-11-07 01:23:53
48282,2017-11-09 13:43:58
18864,2017-11-09 10:42:22
94373,2017-11-06 17:32:58
5314,2017-11-08 14:41:49
53964,2017-11-08 15:17:30
83306,2017-11-08 12:51:21
29101,2017-11-08 04:35:43
33473,2017-11-07 03:11:33
248795,2017-11-08 05:59:54
212642,2017-11-07 06:23:55
74013,2017-11-09 05:40:41
269695,2017-11-09 00:41:48
42191,2017-11-07 23:44:03
211608,2017-11-07 02:12:32
72849,2017-11-08 10:32:06
15220,2017-11-07 07:06:27
230476,2017-11-08 12:54:51
175837,2017-11-08 15:00:24
150646,2017-11-08 00:15:04
108278,2017-11-07 18:19:43
88552,2017-11-07 03:26:42
1456,2017-11-07 15:00:07
73147,2017-11-09 04:46:31
98158,2017-11-07 09:18:03
34388,2017-11-08 02:37:40
90280,2017-11-08 08:59:26
48212,2017-11-08 14:59:47
18733,2017-11-08 09:41:10
192792,2017-11-09 03:00:33
48282,2017-11-07 12:06:24
73487,2017-11-08 04:34:09
94087,2017-11-08 07:49:51
74333,2017-11-07 13:42:28
59997,2017-11-08 14:01:30
63787,2017-11-09 08:58:24
15092,2017-11-07 07:58:16
99617,2017-11-08 00:10:13
47273,2017-11-09 07:37:53
92909,2017-11-07 23:58:45
48703,2017-11-08 23:03:22
116938,2017-11-09 04:15:47
95172,2017-11-07 04:51:34
43881,2017-11-07 13:36:42
123920,2017-11-09 13:03:28
100088,2017-11-09 10:11:35
16453,2017-11-07 03:18:54
24904,2017-11-09 05:43:13
69266,2017-11-07 09:51:23
209270,2017-11-06 16:06:43
4883,2017-11-08 15:43:24
86700,2017-11-09 09:58:07
114276,2017-11-06 23:35:42
114773,2017-11-07 10:34:25
81792,2017-11-07 13:50:36
159436,2017-11-07 04:50:14
207878,2017-11-07 14:14:59
51226,2017-11-07 10:07:22
33808,2017-11-07 05:37:29
209556,2017-11-07 17:55:58
220848,2017-11-09 15:02:21
17084,2017-11-08 23:26:50
122431,2017-11-08 02:44:27
195208,2017-11-07 02:20:56
59696,2017-11-07 11:33:31
26408,2017-11-07 04:12:55
37964,2017-11-09 11:36:26
86840,2017-11-08 11:08:39
27431,2017-11-07 00:48:34
183881,2017-11-06 19:03:46
104094,2017-11-09 14:39:24
124305,2017-11-09 10:40:33
86767,2017-11-06 20:21:01
98033,2017-11-09 13:16:55
17130,2017-11-07 09:05:17
151574,2017-11-06 22:26:02
90564,2017-11-09 05:21:41
121384,2017-11-08 06:15:56
93587,2017-11-07 21:51:10
191780,2017-11-09 09:17:38
11938,2017-11-07 13:35:24
195699,2017-11-07 09:51:02
144848,2017-11-08 11:49:47
39868,2017-11-08 13:30:51
46688,2017-11-07 10:16:46
32468,2017-11-09 03:22:13
29569,2017-11-07 02:48:59
105792,2017-11-09 03:32:08
106537,2017-11-09 05:05:46
67393,2017-11-07 09:38:07
66933,2017-11-08 19:05:32
321311,2017-11-09 07:10:59
46345,2017-11-09 06:37:36
320645,2017-11-09 10:06:58
36272,2017-11-08 14:29:31
10356,2017-11-09 04:01:55
17321,2017-11-08 06:09:12
103869,2017-11-07 16:31:13
5348,2017-11-08 13:24:58
43112,2017-11-09 00:28:54
105244,2017-11-09 07:11:45
26858,2017-11-08 14:05:53
39834,2017-11-08 21:59:07
48170,2017-11-08 02:48:33
95766,2017-11-07 09:45:58
364410,2017-11-09 09:22:34
347009,2017-11-09 02:09:36
56105,2017-11-09 09:03:28
1117,2017-11-09 04:45:27
64145,2017-11-09 11:11:12
31597,2017-11-09 15:50:09
1560,2017-11-08 05:38:23
100149,2017-11-07 12:13:50
224560,2017-11-08 05:33:27
103176,2017-11-09 04:25:00
313289,2017-11-09 12:24:26
66723,2017-11-09 10:12:40
107878,2017-11-08 01:56:39
137052,2017-11-08 09:28:28
97765,2017-11-09 13:57:46
22538,2017-11-09 06:13:59
58466,2017-11-08 07:59:26
135007,2017-11-07 15:38:37
201182,2017-11-09 00:02:20
64619,2017-11-09 11:45:56
286979,2017-11-08 06:41:43
66198,2017-11-07 14:06:00
88124,2017-11-09 01:33:17
107552,2017-11-08 15:09:11
100182,2017-11-09 06:41:58
99344,2017-11-09 02:57:06
21069,2017-11-09 09:21:39
71093,2017-11-09 09:55:16
51864,2017-11-07 09:20:15
14523,2017-11-07 11:28:15
110192,2017-11-09 03:21:03
40440,2017-11-07 22:57:18
105475,2017-11-08 14:33:37
60776,2017-11-07 06:26:45
7350,2017-11-07 00:51:00
195504,2017-11-09 10:04:00
44555,2017-11-08 12:39:15
182139,2017-11-08 11:13:45
76296,2017-11-07 18:40:06
178873,2017-11-07 05:56:56
119369,2017-11-09 04:02:38
53442,2017-11-07 13:50:03
4570,2017-11-07 14:22:25
111025,2017-11-06 17:26:05
34194,2017-11-09 08:00:36
170016,2017-11-07 01:38:40
49431,2017-11-08 21:18:07
75651,2017-11-09 09:40:05
16881,2017-11-09 02:02:45
121449,2017-11-09 05:20:04
149666,2017-11-09 15:39:42
85650,2017-11-08 16:56:56
73487,2017-11-08 16:26:13
43855,2017-11-09 12:49:03
119395,2017-11-09 08:09:32
4630,2017-11-08 00:16:36
59145,2017-11-07 04:27:48
113430,2017-11-09 12:12:16
30131,2017-11-08 10:26:42
66461,2017-11-09 06:40:37
43793,2017-11-07 05:31:28
75595,2017-11-07 13:40:19
4690,2017-11-06 18:40:04
165759,2017-11-09 00:03:55
312912,2017-11-09 09:31:01
118284,2017-11-08 14:20:06
51530,2017-11-09 04:32:06
131583,2017-11-07 07:56:27
167892,2017-11-07 09:47:51
86926,2017-11-07 18:56:52
